x,y,name
962.4599999999627,445.35999999940395,ABRUPR
898.679999999993,409.43999999947846,ABRUPR
769.0799999999581,28.16000000014901,ABRUPR
999.609999999986,385.4199999999255,ACERLE
988.2599999999511,191.660000000149,ACERLE
987.7999999999884,9.719999998807907,ACERLE
965.3999999999651,471.6299999989569,ACERLE
923.6699999999837,17.709999999031425,ACERLE
859.1499999999651,120.74000000022352,ACERLE
691.5699999999488,437.36999999918044,ACERLE
673.8099999999977,134.11999999918044,ACERLE
483.3499999999767,264.75,ACERLE
474.25,383.98000000044703,ACERLE
294.5599999999977,163.7999999988824,ACERLE
273.6599999999744,483.36999999918044,ACERLE
177.88000000000466,486.19999999925494,ACERLE
999.2799999999697,268.929999999702,ACEROP
993.6999999999534,183.1699999999255,ACEROP
962.3099999999977,448.7400000002235,ACEROP
963.4400000000023,370.5499999988824,ACEROP
969.789999999979,342.19999999925494,ACEROP
970.2699999999604,72.44999999925494,ACEROP
949.2799999999697,229.40000000037253,ACEROP
948.5599999999977,173.74000000022352,ACEROP
958.6900000000023,15.400000000372529,ACEROP
945.9799999999814,0.900000000372529,ACEROP
925.2299999999814,331.0099999997765,ACEROP
920.1199999999953,304.43999999947846,ACEROP
923.7399999999907,312.03999999910593,ACEROP
920.7699999999604,288.4900000002235,ACEROP
928.109999999986,271.660000000149,ACEROP
923.6399999999558,81.59999999962747,ACEROP
939.3999999999651,12.019999999552965,ACEROP
919.9599999999627,485.2199999988079,ACEROP
906.6199999999953,138.25,ACEROP
910.75,78.9699999988079,ACEROP
884.539999999979,261.4900000002235,ACEROP
895.9899999999907,196.84999999962747,ACEROP
888.3099999999977,160.11999999918044,ACEROP
870.8499999999767,351.9699999988079,ACEROP
870.4199999999837,124.20999999903142,ACEROP
853.7399999999907,479.5099999997765,ACEROP
850.5999999999767,305.2599999997765,ACEROP
849.3399999999674,304.1699999999255,ACEROP
840.9099999999744,238.09999999962747,ACEROP
849.679999999993,225.8899999987334,ACEROP
845.2199999999721,33.580000000074506,ACEROP
837.1199999999953,327.27999999932945,ACEROP
821.109999999986,97.02999999932945,ACEROP
809.3899999999558,143.0599999986589,ACEROP
800.4099999999744,78.4699999988079,ACEROP
798.1699999999837,462.86999999918044,ACEROP
795.8499999999767,221.67999999970198,ACEROP
793.0899999999674,206.93999999947846,ACEROP
792.3099999999977,211.77999999932945,ACEROP
792.4199999999837,198.85999999940395,ACEROP
796.7999999999884,190.23000000044703,ACEROP
795.0099999999511,188.68999999947846,ACEROP
797.9699999999721,92.75999999977648,ACEROP
783.5,55.59999999962747,ACEROP
762.8699999999953,140.4199999999255,ACEROP
766.6900000000023,106.0,ACEROP
754.1399999999558,258.820000000298,ACEROP
751.75,196.9699999988079,ACEROP
744.2399999999907,144.07000000029802,ACEROP
758.2099999999627,135.84999999962747,ACEROP
737.3299999999581,216.36999999918044,ACEROP
726.3399999999674,78.50999999977648,ACEROP
726.0299999999697,39.32000000029802,ACEROP
713.6399999999558,102.09999999962747,ACEROP
696.2099999999627,387.03999999910593,ACEROP
676.4400000000023,327.679999999702,ACEROP
660.859999999986,131.74000000022352,ACEROP
651.3499999999767,164.70999999903142,ACEROP
654.0999999999767,18.429999999701977,ACEROP
631.039999999979,195.90000000037253,ACEROP
621.0199999999604,184.9699999988079,ACEROP
609.7199999999721,310.36999999918044,ACEROP
619.0899999999674,305.34999999962747,ACEROP
617.8800000000047,295.6399999987334,ACEROP
592.3800000000047,141.2999999988824,ACEROP
589.1399999999558,114.08999999985099,ACEROP
580.8800000000047,76.6699999999255,ACEROP
584.8299999999581,78.8899999987334,ACEROP
588.289999999979,29.730000000447035,ACEROP
570.7599999999511,393.61999999918044,ACEROP
579.3899999999558,228.910000000149,ACEROP
544.3199999999488,41.82000000029802,ACEROP
526.2999999999884,235.410000000149,ACEROP
538.2999999999884,37.080000000074506,ACEROP
517.8099999999977,379.179999999702,ACEROP
509.21999999997206,206.910000000149,ACEROP
510.27999999996973,123.23000000044703,ACEROP
505.3099999999977,127.84999999962747,ACEROP
500.45999999996275,106.7199999988079,ACEROP
492.02999999996973,400.03999999910593,ACEROP
498.2599999999511,386.51999999955297,ACEROP
480.7399999999907,370.410000000149,ACEROP
484.10999999998603,321.61999999918044,ACEROP
488.75,294.660000000149,ACEROP
491.04999999998836,35.980000000447035,ACEROP
471.2699999999604,345.4699999988079,ACEROP
474.5899999999674,294.0,ACEROP
473.679999999993,287.69999999925494,ACEROP
466.179999999993,156.0499999988824,ACEROP
449.679999999993,363.5800000000745,ACEROP
453.70999999996275,306.7599999997765,ACEROP
452.88999999995576,226.99000000022352,ACEROP
447.3499999999767,156.86999999918044,ACEROP
421.0199999999604,476.320000000298,ACEROP
438.52999999996973,409.36999999918044,ACEROP
423.4799999999814,244.78999999910593,ACEROP
426.8299999999581,90.02999999932945,ACEROP
403.6499999999651,451.0,ACEROP
416.7699999999604,403.2199999988079,ACEROP
408.61999999999534,304.8300000000745,ACEROP
416.5099999999511,244.68999999947846,ACEROP
409.35999999998603,235.25999999977648,ACEROP
408.8299999999581,237.32000000029802,ACEROP
407.6699999999837,238.50999999977648,ACEROP
411.86999999999534,238.84999999962747,ACEROP
396.44999999995343,404.6299999989569,ACEROP
365.929999999993,307.8300000000745,ACEROP
368.3199999999488,227.69999999925494,ACEROP
376.46999999997206,196.34999999962747,ACEROP
359.8099999999977,398.34999999962747,ACEROP
345.03999999997905,378.3899999987334,ACEROP
358.54999999998836,310.8799999989569,ACEROP
340.5199999999604,93.45999999903142,ACEROP
341.3399999999674,64.90000000037253,ACEROP
332.929999999993,238.01999999955297,ACEROP
333.86999999999534,237.1699999999255,ACEROP
326.5799999999581,106.18999999947846,ACEROP
336.95999999996275,56.67999999970198,ACEROP
304.3499999999767,121.44999999925494,ACEROP
305.1499999999651,112.15000000037253,ACEROP
300.3199999999488,119.43999999947846,ACEROP
290.2399999999907,54.75,ACEROP
291.3199999999488,52.90000000037253,ACEROP
289.7399999999907,6.839999999850988,ACEROP
277.8099999999977,241.7999999988824,ACEROP
277.5999999999767,146.2999999988824,ACEROP
271.25,147.99000000022352,ACEROP
274.1900000000023,153.8099999986589,ACEROP
268.929999999993,47.93999999947846,ACEROP
270.929999999993,35.459999999031425,ACEROP
240.38000000000466,441.6299999989569,ACEROP
257.54999999998836,238.65000000037253,ACEROP
247.89999999996508,142.0499999988824,ACEROP
250.86999999999534,95.01999999955297,ACEROP
253.77999999996973,94.44999999925494,ACEROP
227.3399999999674,461.8799999989569,ACEROP
224.81999999994878,263.19999999925494,ACEROP
222.63999999995576,155.089999999851,ACEROP
220.89999999996508,157.52999999932945,ACEROP
236.26999999996042,116.08999999985099,ACEROP
229.2399999999907,84.36999999918044,ACEROP
224.28999999997905,71.54999999888241,ACEROP
202.28999999997905,458.11999999918044,ACEROP
211.77999999996973,438.51999999955297,ACEROP
208.52999999996973,200.45999999903142,ACEROP
218.59999999997672,85.7199999988079,ACEROP
200.11999999999534,72.26999999955297,ACEROP
203.5799999999581,45.58999999985099,ACEROP
197.34999999997672,283.820000000298,ACEROP
182.20999999996275,111.61999999918044,ACEROP
183.64999999996508,36.769999999552965,ACEROP
169.02999999996973,491.35999999940395,ACEROP
172.0,341.77999999932945,ACEROP
179.47999999998137,337.6399999987334,ACEROP
144.84999999997672,461.85999999940395,ACEROP
151.55999999999767,314.61999999918044,ACEROP
153.5,235.90000000037253,ACEROP
158.76999999996042,231.1699999999255,ACEROP
149.53999999997905,182.8899999987334,ACEROP
154.1699999999837,161.160000000149,ACEROP
143.81999999994878,93.26999999955297,ACEROP
133.69000000000233,465.910000000149,ACEROP
131.36999999999534,355.570000000298,ACEROP
120.9199999999837,327.5099999997765,ACEROP
126.45999999996275,324.0800000000745,ACEROP
120.42999999999302,199.0499999988824,ACEROP
128.38999999995576,154.589999999851,ACEROP
106.48999999999069,370.589999999851,ACEROP
117.47999999998137,363.69999999925494,ACEROP
91.52999999996973,358.48000000044703,ACEROP
96.5099999999511,358.51999999955297,ACEROP
98.30999999999767,348.27999999932945,ACEROP
98.84999999997672,286.09999999962747,ACEROP
90.44000000000233,294.160000000149,ACEROP
98.05999999999767,52.94999999925494,ACEROP
64.15999999997439,112.36999999918044,ACEROP
48.199999999953434,477.179999999702,ACEROP
56.46999999997206,360.6399999987334,ACEROP
57.789999999979045,250.0599999986589,ACEROP
51.179999999993015,127.61999999918044,ACEROP
51.9199999999837,75.1699999999255,ACEROP
8.46999999997206,275.910000000149,ACEROP
990.3899999999558,483.26999999955297,ACTINI
998.6599999999744,454.19999999925494,ACTINI
999.7299999999814,315.03999999910593,ACTINI
980.1599999999744,253.27999999932945,ACTINI
982.2599999999511,252.61999999918044,ACTINI
989.8299999999581,248.44999999925494,ACTINI
981.6599999999744,145.62999999895692,ACTINI
997.25,149.73000000044703,ACTINI
991.4899999999907,143.3099999986589,ACTINI
983.8800000000047,39.1399999987334,ACTINI
971.429999999993,499.11999999918044,ACTINI
975.6599999999744,454.76999999955297,ACTINI
974.9599999999627,434.570000000298,ACTINI
